id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13175406,Room w/private bath/fridge/microwave/fast wifi -T,21745230,Jurek,,North Cambridge,42.3966,-71.13586,Private room,93,2,96,2022-09-15,1.25,19,310,28,STR-13517
13188501,"Beacon Hill Studio, close to Mass Gen & T Station",38997,Michelle,,East Cambridge,42.36104,-71.07129,Entire home/apt,145,29,16,2020-03-14,0.21,11,286,0,
13189564,Historic townhouse in center of Boston,50767440,Renee,,East Cambridge,42.361872466326844,-71.0561793307703,Entire home/apt,461,2,242,2022-09-04,3.22,1,31,4,Exempt: This listing is a unit used for furnished institutional or business stays
13201577,Sweet apt in Belmont 2-family on quiet street,39337116,Robin,,Strawberry Hill,42.38874,-71.17786,Private room,285,2,41,2022-09-11,0.57,1,146,14,
13203203,One Bedroom Close to MIT (1512),51079261,Riverside,,The Port,42.36289,-71.09898,Private room,120,1,93,2020-01-09,1.24,25,0,0,10794
13209403,Room in ❤️ of Central Sq!!,74045635,Ian,,Cambridgeport,42.36284,-71.10346,Private room,99,1,25,2022-09-18,0.33,3,0,8,C0286570491
13281865,"3rd fl studio, excellent light, 1 stop to Harvard",9939488,Dan,,Neighborhood Nine,42.38885,-71.12527,Entire home/apt,140,91,3,2019-05-15,0.04,1,145,0,
13294153,"Close to the subway, MGH, Harvard, MIT & Boston",42927628,Gema,,East Cambridge,42.37024,-71.08245,Private room,116,3,212,2022-09-16,2.76,4,309,48,C0193080491
13378923,Montgomery Place - Studio (Room 6),75997654,Kathe,,Area 2/MIT,42.34347,-71.07368,Entire home/apt,125,29,167,2022-08-31,2.23,2,28,6,
13378936,Montgomery Place - One Bedroom,75997654,Kathe,,Area 2/MIT,42.34347,-71.07368,Entire home/apt,155,29,139,2022-08-20,1.83,2,101,4,
13417738,Large Room in Shared Apt (SU2-2),6094,Matt,,Wellington-Harrington,42.39367,-71.09089,Private room,64,91,20,2022-09-02,0.26,4,293,2,
13428041,❤ of Historic Boston w Pvt Garden + Washer/Dryer,76562235,Safia,,Area 2/MIT,42.34583,-71.07491,Entire home/apt,353,90,33,2022-08-13,0.43,1,274,10,STR-439510
13522694,❤ of Cambridge | Walk Score 94 | Parking | W/D,36621692,Norma,,Riverside,42.36536,-71.10886,Entire home/apt,575,1,269,2022-09-11,3.86,1,121,47,STR-13637
13546773,Spacious Strawberry Hill Suite (West Cambridge),28611578,Jessica,,Strawberry Hill,42.37995,-71.15434,Entire home/apt,122,2,362,2022-08-30,4.95,1,5,54,
13557868,Quiet private room in Watertown,78097311,Li,,Strawberry Hill,42.37084,-71.1654,Private room,103,2,94,2022-09-10,1.27,2,42,19,
13575646,"Welcoming, Spacious 3bed 2bath ★Trendy Townhome★",36635108,Jenn,,Wellington-Harrington,42.37521,-71.10007,Entire home/apt,502,3,267,2022-09-17,3.63,1,155,28,C0170262740
13586974,Beta Room @ CCVP in Harvard Square,78459716,Christiana,,Riverside,42.37009,-71.11309,Private room,199,1,316,2022-09-19,4.17,3,325,50,STR-15634
13600523,Sigma Room @ CCVP in Harvard Square,78459716,Christiana,,Riverside,42.37084,-71.11435,Private room,199,1,283,2022-09-19,3.77,3,334,53,STR-15634
13617148,"Classy Cambridge 2BD--Harvard, MIT, Kendall,Boston",45016784,Yan,,Wellington-Harrington,42.3725,-71.08804,Entire home/apt,135,30,253,2020-08-10,3.35,2,0,0,
13683876,Modern Kendall Square 1BR | Work Desk+WiFi | GLS,30283594,Global Luxury Suites,,East Cambridge,42.363617,-71.08202,Entire home/apt,399,31,4,2017-08-25,0.05,33,281,0,C0281170491
13733745,Private bedroom in Watertown,78097311,Li,,Strawberry Hill,42.37303,-71.16532,Private room,93,2,101,2022-08-30,1.43,2,39,23,
13830152,Room w/fast wifi-next to T stop 10 min to downtown,21745230,Jurek,,East Cambridge,42.38199,-71.07675,Private room,59,29,34,2022-09-05,0.46,19,111,4,
13858736,Tufts 1st flr 2 BR Sunny King Bed W/D Easy Parking,526739,Linda,,North Cambridge,42.41205,-71.11332,Entire home/apt,325,2,195,2022-09-11,2.87,1,161,32,
13883630,"Nice, Clean, Warm, Smoke Free 1 in East Somerville",80080682,Maria And Jose,,Wellington-Harrington,42.38751,-71.09151,Private room,100,2,137,2022-08-17,1.82,2,208,20,
13953617,Studio-type room  w private bathroom CBM,12576232,Thomas,,The Port,42.37121,-71.09892,Entire home/apt,94,32,46,2022-08-27,0.63,5,342,2,
13959444,Beautiful Boston Brownstone,21609039,Susan,,Area 2/MIT,42.34042,-71.08363,Entire home/apt,402,29,57,2020-11-20,0.76,3,269,0,Exempt: This listing is a unit used for furnished institutional or business stays
13971507,"Modern, Private Studio in Inman Sq., Cambridge",83305489,Nelson & Pauline,,Mid-Cambridge,42.37267,-71.10078,Entire home/apt,150,31,85,2022-04-30,1.14,1,325,3,
13993185,Charming Beacon Hill One Bedroom,83554697,Ashley,,East Cambridge,42.35948,-71.06747,Entire home/apt,97,29,220,2022-08-14,2.93,1,176,4,
14024542,"Elegant & quiet sleep 4, backyard, close to Boston",81856164,Sophie,,North Cambridge,42.39454,-71.09948,Private room,77,1,297,2022-09-13,4.01,1,75,73,
14035943,Gorgeous Rare 3BR/3BA duplex /Parking. Heart of Boston M1g,5578043,Dror,,East Cambridge,42.36424,-71.0526,Entire home/apt,685,2,180,2022-09-11,2.52,4,295,37,STR-406255
14055624,Cosy room for one non-smoker,30489899,Home On Blaine,,West Cambridge,42.35655,-71.13828,Private room,50,91,3,2022-07-29,0.04,4,326,2,
14091605,⍟ Lofty South End Room with Street Parking! ⍟,12452436,Drew,,Area 2/MIT,42.33959,-71.07446,Private room,25,1,116,2022-08-13,1.54,2,3,8,STR-447270
14142611,"Best Location! MIT, MGH, Harvard, Boston and the T",42927628,Gema,,East Cambridge,42.36995,-71.08231,Private room,117,3,133,2022-09-12,1.77,4,298,52,C0217920491
14153636,King Zen Room near Harvard Biz School - STR383892,26956083,Todd,,Riverside,42.36151,-71.12658,Private room,89,3,225,2022-09-07,3.02,4,116,42,STR-383892
14181217,Brookline - Mod Apartment in Classic Neighborhood,85909964,John,,Cambridgeport,42.35051,-71.12279,Entire home/apt,300,3,73,2022-09-10,0.99,1,127,26,
14196181,"NUSubmarine.#Boston,NU,Berklee,NEC,+Easy public T",50437930,Misha,,Area 2/MIT,42.33614,-71.08473,Entire home/apt,135,29,170,2021-09-19,2.36,1,46,0,STR-345786
14204600,North End 2 BR | 1 BA Duplex in Little Italy,9410008,Jason,,East Cambridge,42.36704,-71.05376,Entire home/apt,481,10,257,2022-09-05,3.45,19,142,44,STR-441408
14205208,"Spectacular, Beacon Hill 2 Bedroom with roof deck",4061992,B. H.,,Area 2/MIT,42.35838,-71.06896,Entire home/apt,249,29,5,2022-04-27,0.07,6,234,1,
14212774,One Bedroom Close to MIT (1542),51079261,Riverside,,Cambridgeport,42.36286,-71.09985,Private room,120,1,29,2020-01-31,0.39,25,0,0,10794
14213983,"Great Cambridge studio, great Harvard sq location",1473780,Bernardo,,Riverside,42.36676,-71.11316,Entire home/apt,135,3,11,2020-11-24,0.15,1,0,0,C0276430491
14214169,A Lovely Private Room in the heart of Cambridge,86315677,Irene,,Neighborhood Nine,42.38122,-71.12098,Private room,100,2,151,2022-09-19,2.10,1,262,26,STR-13659
14229298,Modern 1BR | Kitchen | W/D | on Charles River bank,30283594,Global Luxury Suites,,East Cambridge,42.363617,-71.08202,Entire home/apt,399,31,2,2018-12-22,0.03,33,281,0,C0281170491
14251369,NEW BEAUTIFUL 2 BDR APT.  HARVARD - CENTRAL SQ/MIT,50669996,Shallu,,Cambridgeport,42.36363,-71.1036,Entire home/apt,225,91,132,2021-12-18,1.77,1,340,1,
14265707,CLEAN - see Reviews! - Boston/Somerville/Cambridge,4407578,Tim,,Wellington-Harrington,42.39327,-71.08985,Entire home/apt,224,2,152,2022-09-06,2.04,1,132,29,
14290339,Modern Somerville Cottage,1501360,Joanne,,North Cambridge,42.39348,-71.10938,Entire home/apt,398,14,98,2022-09-05,1.40,1,87,14,
14298316,Spacious 2 bdrm apartment 1.8 mils from Harvard Sq,87330733,Mary,,Strawberry Hill,42.37425,-71.15649,Entire home/apt,349,3,3,2022-08-14,1.25,1,325,3,
14313342,8th Floor Luxury One Bedroom with Fantastic View,52660264,Timothy,,Cambridgeport,42.36079,-71.10242,Entire home/apt,190,30,38,2021-11-19,0.52,2,82,1,
14315960,"Beautiful condo, all yours!  Pet friendly too!",71801901,Siobhan,,North Cambridge,42.41745,-71.14548,Entire home/apt,139,1,266,2022-09-16,3.58,1,192,29,
14323522,Pristine Private Bedroom Close to Davis Square,44891092,Andrew,,North Cambridge,42.40071,-71.10938,Private room,168,1,31,2022-09-14,0.42,2,203,9,
14359883,Modern Open Concept 2 bed near Davis Sq & Tufts,44891092,Andrew,,North Cambridge,42.40061,-71.10475,Entire home/apt,363,3,68,2022-08-13,0.93,2,166,9,
14449525,"Convenience, Cozy, and Free Parking",3603745,Leyla,,West Cambridge,42.37688271488392,-71.14395906555045,Entire home/apt,137,2,248,2022-09-04,3.36,1,313,50,STR-13635
14485307,Grand Victorian gets Contemporary Facelift! #1,15903529,Rajib,,North Cambridge,42.41269,-71.11788,Private room,149,2,74,2022-07-31,1.00,2,163,17,
14503389,Alpha Room @ CCVP in Harvard Square,90499120,Christiana,,Riverside,42.36937,-71.11465,Private room,142,1,289,2022-09-18,3.93,1,355,39,STR-15634
14521992,Harvard Square 1br,89743014,Samuel,,Riverside,42.3687,-71.11044,Shared room,395,91,1,2016-09-15,0.01,1,0,0,
14536322,Omega Room @ CCVP in Harvard Square,78459716,Christiana,,Mid-Cambridge,42.37054,-71.11269,Private room,133,1,257,2022-09-17,3.49,3,336,38,STR-15634
14566771,"Private room, easy access to everything Boston.",52173890,Ari,,Agassiz,42.38674,-71.11145,Private room,84,3,46,2022-06-15,0.62,1,0,13,
14603013,Updated Beautiful Studio. Great location.,16708213,L A,,Area 2/MIT,42.35415,-71.07659,Entire home/apt,100,91,164,2022-08-31,2.23,1,241,1,
14706275,Quiet Low-Key Boston Get Away,9623536,Mary,,Wellington-Harrington,42.38666,-71.09292,Entire home/apt,185,1,82,2022-09-05,1.19,2,67,23,
14727253,Charming House in Cambridge C36W,12576232,Thomas,,The Port,42.36924,-71.09905,Private room,70,32,12,2022-08-21,0.16,5,21,1,
14754163,One Bedroom Close to MIT (1522),51079261,Riverside,,Cambridgeport,42.36185,-71.09989,Private room,100,1,68,2019-11-10,0.93,25,0,0,10794
14757011,2nd Floor Sunny  Queen Size Bedroom,64899249,"Maria  ,",,Wellington-Harrington,42.38967,-71.09149,Private room,128,1,29,2022-08-28,0.40,17,283,6,
14758794,One Bedroom Close to MIT (1552),51079261,Riverside,,Cambridgeport,42.36213,-71.10004,Private room,130,1,52,2020-02-13,0.71,25,0,0,10794
14759578,"East Cambridge, MIT, Kendall & free parking!",92029664,Robert,,East Cambridge,42.37128,-71.08607,Entire home/apt,159,2,173,2022-09-19,2.34,1,58,30,
14770892,"Victorian Charm, Modern Style w/Private Entrance",34055750,Philip And Ann,,Area 2/MIT,42.34338,-71.06874,Entire home/apt,355,2,251,2022-09-19,3.41,1,191,72,STR-414322
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,Area 2/MIT,42.34766,-71.06922,Entire home/apt,529,3,153,2022-08-20,2.10,1,96,32,STR-445212
14841218,"Quiet 2 Bedroom Apartment near MIT, BU & HBS",5074009,Jeff&Liz,,Cambridgeport,42.36038,-71.10789,Entire home/apt,218,91,14,2022-08-31,0.19,2,0,2,
14914342,Three-bedroom Harvard Square condo.,8944743,Philip,,Mid-Cambridge,42.37667,-71.11024,Entire home/apt,255,32,16,2022-09-15,0.23,1,330,2,
14928081,"Rozinante - Queen, Harbor View",92691757,Melissa,,East Cambridge,42.37018,-71.06109,Private room,300,1,18,2022-08-14,0.29,6,160,12,STR-420570
14950089,"""Casita"" on the Water - Harbor View",92691757,Melissa,,East Cambridge,42.3713,-71.06154,Private room,230,1,72,2022-09-07,0.99,6,142,31,STR-420570
14950328,"""Port"" View - Queen Ensuite",92691757,Melissa,,East Cambridge,42.37216,-71.05937,Private room,230,1,62,2022-09-04,0.85,6,150,11,STR-420570
14950476,Inn the Moment - Harbor View,92691757,Melissa,,East Cambridge,42.37006,-71.06159,Private room,300,1,22,2022-09-03,0.30,6,142,15,STR-420570
14970501,"CDC cleaning, Modern, Spacious, 2Bedroom + Balcony",546854,Sanjay,,West Cambridge,42.34511,-71.13787,Entire home/apt,180,32,48,2022-04-29,0.66,3,5,3,
15023471,Phil's Harvard & MIT Home,6627353,Phil,,Mid-Cambridge,42.37522,-71.11034,Entire home/apt,298,1,89,2022-09-18,1.39,1,40,68,STR-15209
15041925,Walk to Head of the Charles !! Prtly Furnished Apt,9795590,Patrick,,West Cambridge,42.35357,-71.1469,Entire home/apt,136,91,7,2018-10-23,0.10,2,119,0,
15056521,Cambridge Vacation Rental Rooms M807 #2,32532791,Marie,,The Port,42.37019,-71.09931,Private room,168,3,28,2022-08-20,0.39,8,150,10,STR-12096
15084907,Sunny & Spacious w/FREE parking near Kendall/MIT,95410982,Kemi,,East Cambridge,42.367027,-71.079163,Entire home/apt,297,3,188,2022-09-16,2.69,1,53,22,C0200780491
15125756,Prime location Harvard/Porter Sq,3381894,Serena,,Neighborhood Nine,42.38342,-71.12183,Private room,81,2,214,2022-09-19,2.94,1,34,72,
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,,Area 2/MIT,42.3575,-71.07138,Entire home/apt,389,4,328,2022-09-06,4.52,3,258,55,STR-416028
15153410,"Cozy, colorful room in Dowtown Davis Square!",77351330,Michael,,North Cambridge,42.3953,-71.12285,Private room,75,91,69,2019-11-09,0.96,1,90,0,
15164878,Cozy Corner near Tufts U 13 min walk to Davis Sq T,1516601,Yuan,,North Cambridge,42.4010009765625,-71.11355590820312,Private room,65,1,61,2022-09-18,0.98,3,3,14,
15174147,On Comm Mall|Historic Back Bay Brownstone|Studio,814298,Thatch,,Area 2/MIT,42.34917,-71.08859,Entire home/apt,200,60,57,2022-01-30,0.84,37,89,2,
15188649,"Queen Room in quiet, safe, cool Coolidge Corner",96423949,Jessica & Shawn,,Cambridgeport,42.33938,-71.11893,Private room,190,1,43,2022-08-18,0.59,9,206,3,
15191990,"Beautiful home, Short Walk to Harvard",4883481,Debby,,Mid-Cambridge,42.37267,-71.10846,Entire home/apt,389,4,25,2022-07-18,0.34,1,1,6,STR-14868
15235520,One Bedroom Close to MIT (1532),51079261,Riverside,,Cambridgeport,42.3608,-71.0991,Private room,120,1,57,2019-12-04,0.78,25,0,0,10794
15285943,Fully Furnished 1BR Apt | Gym | Panoramic views,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,383,30,1,2017-01-27,0.01,18,3,0,C0281180491
15295354,Luxury 1BR Apt | Washer/D | Gym | Cambridge MA,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,383,30,1,2017-02-03,0.01,18,3,0,C0281180491
15295836,Lavish 1BR Apt | Gym | Panoramic Views | Boston,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,383,30,1,2017-01-27,0.01,18,3,0,C0281180491
15295997,Spacious 2BR Apt | Washer/D | Panoramic Views,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,545,30,3,2018-10-26,0.04,18,365,0,C0281180491
15369556,Private & Clean 2BR Apt | Gym | East Cambridge,95459395,Bluebird,,East Cambridge,42.363747,-71.083374,Entire home/apt,545,30,1,2018-10-05,0.02,18,365,0,C0281180491
15423085,"Steps to Longwood Medical,MBTA,Boston,shopping,pkg",31340713,Kama,,Area 2/MIT,42.33586,-71.11276,Entire home/apt,198,2,194,2022-09-05,2.72,23,208,35,
15512578,private studio near Harvard/MIT,11659356,Sue,,The Port,42.36672,-71.09938,Entire home/apt,165,3,245,2022-09-20,3.57,1,292,63,C0056470491
15523233,On River/Harvard Sq. two blocks,87618246,Richard,,West Cambridge,42.37433,-71.13024,Entire home/apt,289,1,263,2022-08-30,3.65,3,291,70,STR-18635
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Cambridgeport,42.3533,-71.12833,Entire home/apt,109,29,401,2022-08-03,5.83,1,185,4,STR-416677
15581608,New Stylish Studio Overlooking Newbury Street!,44341268,Tony,,Area 2/MIT,42.34767,-71.08475,Entire home/apt,249,3,183,2022-09-10,2.54,2,57,33,Exempt: This listing is a hotel or motel
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Area 2/MIT,42.34762,-71.08579,Entire home/apt,249,3,174,2022-09-14,2.42,2,58,21,Exempt: This listing is a hotel or motel
15645066,1 Bedroom in Kendall Square,43450256,Steve,,East Cambridge,42.36776,-71.08164,Entire home/apt,216,1,198,2021-08-08,2.76,22,0,0,
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,66257167,Victoria,,Area 2/MIT,42.35027,-71.06853,Entire home/apt,386,2,244,2022-08-28,3.41,3,95,45,STR-398206
15702714,Luxury Brookline/Boston 6 Bedroom home,21687132,Nicole,,Cambridgeport,42.34825,-71.12555,Entire home/apt,3500,5,0,,,1,364,0,
15788977,REMOTE WRK READY SPACIOUS 1 BD + DEN in HARVARD SQ,102134649,Cambridge,,Neighborhood Nine,42.37858,-71.12297,Entire home/apt,277,1,61,2022-08-15,0.86,1,169,22,C0191060491
15789298,Private Rm near Tufts/Harvard/MIT/MGH**,70969915,Carla & Steve,,North Cambridge,42.39568,-71.13071,Private room,116,4,34,2022-08-19,0.55,2,90,8,STR-13330
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,East Cambridge,42.35844,-71.06358,Entire home/apt,80,91,106,2022-04-10,1.49,1,22,1,
15802157,"Renovated Studio at a 10min walk to Fenway, T",31340713,Kama,,Area 2/MIT,42.34617,-71.10723,Entire home/apt,103,2,188,2022-09-05,2.65,23,297,41,
15803315,Entire townhouse in Somerville near Harvard/MIT,363189,Santosh And Kristen,,North Cambridge,42.39466,-71.10396,Entire home/apt,750,28,154,2022-06-19,2.16,1,266,7,
15806569,"Private WC, Separate Entrance and near Subway",34926211,Quinn,,East Cambridge,42.3883,-71.08336,Private room,73,2,432,2022-09-08,6.03,3,13,73,
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,,Area 2/MIT,42.35125,-71.08667,Entire home/apt,350,3,32,2022-05-29,0.48,1,269,1,STR-416852
15826847,One Bedroom Short Walk to Harvard (Rm 3),51079261,Riverside,,Riverside,42.36727,-71.10781,Private room,120,1,1,2019-11-04,0.03,25,0,0,10863
15827795,One Bedroom Short Walk to Harvard (Rm 14),51079261,Riverside,,Mid-Cambridge,42.36932,-71.10824,Private room,100,1,12,2020-02-27,0.17,25,0,0,10863
15881987,One Bedroom Short Walk to Harvard (Rm 2),51079261,Riverside,,Mid-Cambridge,42.36733,-71.10645,Private room,120,1,4,2019-08-31,0.08,25,0,0,10863
15896255,Cambridge comfort.,103104550,Michael,,North Cambridge,42.39895,-71.13045,Private room,84,2,50,2022-07-01,0.70,1,58,5,
15899461,Luxury 3Br/2ba Great Boston Exceptional Location!!,102872340,Maria,,Cambridgeport,42.33555,-71.11541,Entire home/apt,461,2,92,2022-09-18,1.37,1,320,16,
15929332,Harvard/MIT (Unit 1)- Brooklyn Ambiance w/ Parking,35489146,Ann,,Mid-Cambridge,42.36612,-71.1036,Entire home/apt,329,2,225,2022-09-06,3.17,2,29,31,STR-19477
15930566,"Spacious 2BR 2 bath w/deck, walk to Harvard & MIT",6626676,Kjersti,,Mid-Cambridge,42.37734,-71.10705,Entire home/apt,314,3,178,2022-09-15,2.81,1,274,42,STR-14648
15930596,"Cozy ,2nd Floor small bedroom w/twin bed",64899249,"Maria  ,",,North Cambridge,42.39639,-71.1046,Private room,99,1,30,2022-09-01,0.43,17,191,5,
16012632,One Bedroom Short Walk to Harvard (Rm 1),51079261,Riverside,,Riverside,42.36769,-71.10836,Private room,125,1,12,2022-09-17,0.18,25,0,2,10863
16013016,One Bedroom Short Walk to Harvard (Rm 12),51079261,Riverside,,Mid-Cambridge,42.36948,-71.10784,Private room,115,1,0,,,25,0,0,10863
16013157,One Bedroom Short Walk to Harvard (Rm 13),51079261,Riverside,,Mid-Cambridge,42.36924,-71.10703,Private room,100,1,13,2019-06-28,0.19,25,0,0,10863
16013859,One Subway Stop to Harvard Two Stops to MIT (B),51079261,Riverside,,North Cambridge,42.39416,-71.12701,Private room,100,1,20,2020-10-01,0.42,25,0,0,10811
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,West Cambridge,42.35457,-71.13293,Entire home/apt,248,91,71,2019-08-10,1.03,2,207,0,
16122237,Queen size bed/2nd Floor with parking,64899249,"Maria  ,",,North Cambridge,42.39632,-71.10468,Private room,115,3,30,2022-09-15,0.44,17,336,12,
16146887,A floor all to yourself in our historic home,1364642,Tito,,East Cambridge,42.37039,-71.08007,Private room,149,3,121,2022-04-09,1.71,1,0,3,C0125750491
16156516,Boston Harbor Yacht  Walk to North End,3029783,Deborah,,East Cambridge,42.37577,-71.04903,Entire home/apt,339,2,42,2022-08-19,0.64,5,346,8,STR-416892
16192170,TWIN  BED bedroom w/air cond & Parking,64899249,"Maria  ,",,North Cambridge,42.39632,-71.10468,Private room,125,3,25,2022-09-01,0.36,17,313,6,
16203846,"Warm, Full Size Bed in a 2nd floor Unit",64899249,"Maria  ,",,Wellington-Harrington,42.38967,-71.09149,Private room,125,1,17,2022-09-11,0.26,17,337,8,
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,East Cambridge,42.38185,-71.07693,Private room,85,2,54,2022-09-17,0.85,19,304,6,STR-383107
16361055,Cambridge in Harvard Square - a spacious home.,107139150,Anne,,West Cambridge,42.37506,-71.12506,Entire home/apt,350,2,147,2022-09-16,2.16,1,309,50,Mass Tax ID . 13100123
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,East Cambridge,42.38379,-71.0783,Private room,145,2,148,2022-09-04,2.12,19,303,4,STR-383107
16380128,"Amazing room Near Harvard/MIT/BU, bike available",6030020,Jason,,Cambridgeport,42.35709,-71.1093,Private room,303,14,10,2022-05-10,0.14,5,365,2,
16436214,One Bedroom Short Walk to Harvard (Rm 5),51079261,Riverside,,Mid-Cambridge,42.36898,-71.10631,Private room,120,1,9,2021-08-26,0.21,25,0,0,10863
16436951,Beacon Hill Condo,106927354,Heidi,,East Cambridge,42.35862,-71.06549,Entire home/apt,145,29,7,2022-08-31,0.22,1,296,3,
16441172,Quiet street in heart of Somerville,50851786,Whitney,,Agassiz,42.38106,-71.10472,Entire home/apt,69,1,69,2022-09-17,1.02,2,0,14,
16459191,"Stylish, Best Location Back Bay Studio!",107981961,Eva,,Area 2/MIT,42.35349,-71.07595,Entire home/apt,160,29,145,2022-07-30,2.08,1,320,3,
16462896,Clean queen room in cool Coolidge Corner,96423949,Jessica & Shawn,,Cambridgeport,42.33938,-71.11893,Private room,200,1,51,2022-08-24,0.73,9,135,4,
16464853,Spacious room in great location (S1-1),6094,Matt,,Wellington-Harrington,42.39347,-71.08913,Private room,54,91,5,2017-12-16,0.07,4,264,0,
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,,East Cambridge,42.38191,-71.07865,Private room,75,1,3,2020-02-07,0.05,19,0,0,STR-383106
16496836,Modern Comfortable one-bed. Location can't be beat,342209,Alla,,Cambridgeport,42.3505,-71.12542,Entire home/apt,120,3,221,2022-03-27,3.17,1,274,22,
16517776,Next to T stop-10 min to downtown Boston/Cambridge,21745230,Jurek,,East Cambridge,42.38183,-71.07888,Private room,85,2,70,2022-09-17,1.06,19,321,24,STR-383107
16532655,Convenient & Comfortable (3K),229695597,Carol,,Wellington-Harrington,42.36962,-71.09,Private room,100,30,232,2020-08-19,3.42,1,0,0,
16572261,"Cozy, Renovated Abode Between Harvard & MIT",45224133,Clare,,The Port,42.36915,-71.10089,Entire home/apt,99,91,75,2019-12-05,1.08,4,90,0,
16676569,Sunny Apartment in The Heart of Somerville,50851786,Whitney,,Agassiz,42.37972,-71.10648,Private room,55,1,64,2022-08-06,0.93,2,0,14,
16692369,Bedroom in large apartment-access to Boston/Camb.,21745230,Jurek,,East Cambridge,42.38366,-71.0786,Private room,75,1,6,2019-01-11,0.09,19,81,0,STR-383106
16793673,Sunny 1 bedroom condo close to Harvard/MIT,6341616,Stephanie & Ken,,Mid-Cambridge,42.37152,-71.10035,Entire home/apt,135,90,4,2022-07-09,0.06,1,168,3,Cambridge STR-23961
16842241,2# Minutes to Boston -Basic Bedroom,20551003,May,,East Cambridge,42.37258,-71.07988,Private room,68,91,105,2019-10-27,1.56,2,90,0,
16843178,9# Minutes to Boston -Basic Bedroom,20551003,May,,East Cambridge,42.37091,-71.07837,Private room,68,91,108,2019-10-31,1.60,2,90,0,
16883245,Little bedroom with twin bed near Cambridge,112584712,Ellie,,Strawberry Hill,42.37864,-71.16551,Private room,64,92,5,2020-04-10,0.08,1,92,0,
17000777,"Bedroom in Cozy 1st Floor Unit, TUFTS area",113927716,Jennifer,,North Cambridge,42.4076,-71.11332,Private room,111,1,48,2022-08-27,5.22,3,134,48,
17011428,Cambridge Basement Apartment over 90 day rental,404360,Victor,,West Cambridge,42.37808,-71.14286,Entire home/apt,175,91,42,2021-12-01,0.62,2,325,1,
17042433,Beautiful Back Bay 1 Bedroom with Skyline Views,22541573,Ken,,Area 2/MIT,42.34545,-71.08795,Entire home/apt,210,30,9,2018-05-17,0.13,39,346,0,
17042710,"2 Bedroom with Luxury Amenities, Views, Centralized Back Bay Location",22541573,Ken,,Area 2/MIT,42.34432,-71.08673,Entire home/apt,305,30,3,2022-06-12,0.06,39,359,1,
17085355,"Luxurious House-Harvard/PorterT 5BR/4Bath, Parking",33352217,Amelie,,Agassiz,42.38778,-71.11598,Entire home/apt,686,1,206,2022-08-30,3.02,1,99,48,
17096447,★Location ★ Walk to Subway ★ One free parking spot,47584294,Jessy And Diego,,Cambridgeport,42.34286,-71.11615,Entire home/apt,263,2,346,2022-09-04,5.06,10,263,89,
17138041,Downtown Destination | near Back Bay,10850877,Franklin,,Area 2/MIT,42.34771,-71.07348,Entire home/apt,5000,91,164,2019-11-27,2.40,2,0,0,
17192456,Luxury Loft 3BR Apartment - Close to T,104174476,Cora,,Area 2/MIT,42.349,-71.11012,Entire home/apt,308,1,87,2022-08-26,1.35,2,0,5,
17209703,West Cambridge 1 BR entire apartment near Harvard,115833412,Anatole,,Strawberry Hill,42.3758,-71.15354,Entire home/apt,160,21,30,2022-04-02,0.44,1,0,2,STR-17697
17285749,"Private, quiet and clean studio in ideal location",116598782,Cinzia,,Agassiz,42.38225,-71.11953,Private room,120,1,372,2022-08-31,5.59,1,181,60,
17285926,Perfect Location/Copley Square/South End,39323824,Peter,,Area 2/MIT,42.34547,-71.07481,Entire home/apt,750,4,116,2022-09-20,1.72,1,43,37,STR-398252
17458872,"2Bed Apt w/Park Near Harvard,MIT&BU",118205164,Berta,,Mid-Cambridge,42.37797,-71.10162,Entire home/apt,272,2,292,2022-09-06,4.33,2,45,56,
17498140,Comfy twin room in a great neighborhood,96423949,Jessica & Shawn,,Cambridgeport,42.33938,-71.11893,Private room,190,1,47,2022-03-27,0.70,9,211,1,
17529340,Perfect 1BR apt S End/B Bay border - Copley Sq,89406568,Denise,,Area 2/MIT,42.34566,-71.07433,Entire home/apt,318,3,212,2022-09-02,3.17,1,54,29,STR-390973
