id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7903,"Colorful, modern 2 BR apt shared with host",14169,Stacy,,Agassiz,42.39031,-71.09361,Private room,118,4,295,2022-09-06,1.83,1,10,16,
8521,SunsplashedSerenity walk to Harvard & Fresh Pond,306681,Janet,,West Cambridge,42.38258,-71.13646,Entire home/apt,300,2,50,2022-08-28,0.31,2,258,5,C0121120491
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,East Cambridge,42.35867,-71.06307,Entire home/apt,110,91,25,2020-04-15,0.25,5,279,0,
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,,Area 2/MIT,42.35061,-71.08787,Entire home/apt,135,29,5,2020-12-02,0.06,11,355,0,
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,,East Cambridge,42.36377,-71.05206,Entire home/apt,135,33,2,2016-05-23,0.03,11,356,0,
11169,Lovely Studio Room: Available for long weekends,40965,Judy,,North Cambridge,42.3963,-71.13135,Private room,116,3,160,2022-09-05,1.05,2,331,11,
19581,"Furnished suite, Windsor",74249,Marc And Patty,,The Port,42.36258,-71.09603,Private room,195,10,8,2021-09-11,0.05,3,229,0,
27498,Furnished suite 2 @ the Windsor,74249,Marc And Patty,,The Port,42.36254,-71.09698,Private room,265,5,18,2022-08-28,0.12,3,251,7,
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,East Cambridge,42.37754,-71.06642,Entire home/apt,226,2,99,2022-08-14,0.66,1,28,3,STR-454024
34452,"walk to Harvard Square, Cambridge",48805,Harris,,Agassiz,42.38651,-71.11023,Private room,95,3,142,2022-08-31,0.97,2,256,4,
45987,Garden Studio,205107,Atef,,East Cambridge,42.37424,-71.06081,Entire home/apt,160,29,135,2022-07-31,0.92,1,56,4,STR-409822
46534,Victorian Elegance on Union Square's Prospect Hill,208115,Bill,,Wellington-Harrington,42.38296,-71.09332,Private room,78,2,954,2022-09-11,6.49,1,176,65,
65400,"Peaceful, comfy, sanctuary in Bungalow near Tufts",319650,Lisa,,North Cambridge,42.41403,-71.11637,Private room,139,2,39,2022-07-16,0.43,1,359,5,
67774,Corner 1 bed facing Golden Dome,26988,Anne,,East Cambridge,42.35689,-71.06206,Entire home/apt,105,91,47,2021-12-01,0.39,5,132,1,
71017,Acadia Rm- near Tufts and Davis Sq.,361955,Nanan,,North Cambridge,42.39869,-71.1034,Private room,76,7,51,2022-08-20,0.36,4,264,3,
106474,large furnished suite in Central sq,74249,Marc And Patty,,The Port,42.36274,-71.09768,Private room,295,5,20,2022-05-29,0.15,3,272,4,ROT-10694669-006
108898,"""The Treehouse"" :   Elegant living near Harvard",306681,Janet,,West Cambridge,42.38227,-71.13643,Entire home/apt,200,2,34,2022-08-31,0.25,2,258,13,CO121110491
151158,Lovely Sky View Boston&Cambridge,727944,Emily,,Agassiz,42.38226,-71.0995,Entire home/apt,195,28,205,2022-08-21,1.50,2,133,4,
154505,SHRINE OF THE RED DIAMOND (Trinitas - “DP”),742815,“Jon”,,East Cambridge,42.38487,-71.08643,Shared room,10,91,134,2019-08-27,0.98,7,153,0,
184893,Beautiful 1 bedroom apt cld sleep 4,887148,Dawn,,East Cambridge,42.37823,-71.06778,Private room,257,29,0,,,4,89,0,
199317,EXCELLENT 1 BED + DEN HARVARD Square,87398,Ari,,Neighborhood Nine,42.37975,-71.12262,Entire home/apt,236,91,14,2018-10-27,0.10,2,365,0,
219956,SHRINE OF THE RED DIAMOND (Hózhóogo - “DP”),742815,“Jon”,,East Cambridge,42.38589,-71.08586,Shared room,10,91,95,2019-07-14,0.71,7,153,0,
220676,Private room off the Freedom Trail.,1144302,Howard,,East Cambridge,42.36614,-71.05226,Private room,172,3,283,2022-09-15,2.12,1,11,26,STR-454055
222081,SHRINE OF THE RED DIAMOND (توحيد - “DP”),742815,“Jon”,,East Cambridge,42.38481,-71.08436,Shared room,10,91,101,2019-06-21,0.75,7,153,0,
235397,Spacious Condo Steps from Davis Sq.,844107,Sasha,,North Cambridge,42.39438,-71.11239,Entire home/apt,175,4,69,2022-09-16,0.61,1,43,14,
281264,Harvard's Historic Dollhouse/pvt deck in Union Sq,1466207,Elizabeth,,Agassiz,42.38195,-71.09913,Private room,157,1,526,2022-09-17,4.11,1,147,51,
370390,Your Room - 10 Min T Ride To Boston Center,1866924,David,,East Cambridge,42.38333,-71.08296,Private room,46,30,142,2022-07-28,1.11,2,234,5,
394462,Your Pad - 10 Min T Ride To Boston Center,1866924,David,,East Cambridge,42.38319,-71.08297,Private room,46,31,78,2022-09-03,0.62,2,276,7,
405144,Apartment in Harvard's Backyard,2018955,Nicole,,Riverside,42.3691,-71.11237,Entire home/apt,165,31,54,2021-07-29,0.42,1,199,0,
445407,East Cambridge Apartment,2212429,Jimmy,,Wellington-Harrington,42.37147,-71.08939,Entire home/apt,300,3,64,2022-08-13,0.51,2,1,8,STR-17249
456429,Elegant Airy Comfort. Workspace. Private Entrance.,2244099,Rebecca & Richard,,North Cambridge,42.39475,-71.12548,Entire home/apt,521,4,282,2022-08-12,2.25,1,28,21,
478652,Fenway Rm - Int'l House near Tufts,361955,Nanan,,North Cambridge,42.39807,-71.10281,Private room,66,7,14,2022-08-29,0.11,4,247,3,
478750,Newport Rm - Int'l House near Tufts,361955,Nanan,,North Cambridge,42.3978,-71.10269,Private room,81,7,31,2022-05-01,0.25,4,264,3,
479364,Berkshire Rm-Int'l House near Tufts,361955,Nanan,,North Cambridge,42.39898,-71.10338,Private room,86,7,48,2022-04-23,0.39,4,272,1,
577384,Large Room with Shared Bath,229956,Adam,,The Port,42.36613,-71.09883,Private room,39,3,147,2022-08-28,1.18,4,0,11,
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Cambridge,42.37579,-71.04981,Entire home/apt,308,2,68,2022-09-18,0.93,5,333,20,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,,East Cambridge,42.377338,-71.063095,Entire home/apt,175,91,169,2022-02-16,1.37,1,239,1,
675441,Waterfront-1 Bed Room Luxury Condo,3423245,Elaine,,East Cambridge,42.37103,-71.07557,Private room,188,91,14,2015-05-28,0.12,1,365,0,
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,East Cambridge,42.37926,-71.06364,Entire home/apt,200,2,396,2022-09-18,3.27,1,248,22,STR-401905
715532,"Quiet, Artistically Decorated Cambridge Apartment",3673828,Kate,,North Cambridge,42.39346,-71.13137,Entire home/apt,266,2,322,2022-08-12,2.65,1,144,38,C0262370491
742574,See Yourself in Central Square,1152305,Greg,,The Port,42.36545,-71.10268,Entire home/apt,160,30,128,2022-06-15,1.08,4,95,1,
766700,"N4 Little Italy, Historic, Freedom Trail,TD Garden",3637081,Sarah,,East Cambridge,42.3657,-71.05618,Entire home/apt,205,1,620,2022-09-04,5.47,13,185,95,Exempt: This listing is a unit used for furnished institutional or business stays
789843,One Bedroom Condo with Private Roof Deck,4161865,Ally,,Area 2/MIT,42.35244,-71.0852,Entire home/apt,224,2,26,2022-09-11,0.27,1,67,24,STR-467813
815639,"N1 Lil Italy, Historic, Freedom Trail, TD Garden",3637081,Sarah,,East Cambridge,42.36695,-71.05601,Entire home/apt,211,1,729,2022-08-30,6.44,13,177,110,STR-445691
860634,Home on quiet street near Harvard,4507945,Deborah,,Agassiz,42.38373,-71.11424,Private room,70,3,476,2022-07-20,4.14,1,83,22,
863788,"Walk everywhere! South End w/Roof deck. 2BR, 2bath",775932,Andy & Daljit,,Area 2/MIT,42.344162,-71.070381,Entire home/apt,534,3,15,2022-05-30,0.13,1,1,5,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,East Cambridge,42.3665,-71.05296,Entire home/apt,145,2,549,2022-08-29,4.74,1,43,81,STR-400168
910408,School Term Housing in Mid Cambridge MA!,4883794,Melissa,,Mid-Cambridge,42.37136,-71.10781,Entire home/apt,100,30,7,2022-05-14,0.06,1,27,1,
916123,"N3 Little Italy Historic, Freedom Trail, TD Garden",3637081,Sarah,,East Cambridge,42.36541,-71.05404,Entire home/apt,205,1,718,2022-08-28,6.26,13,177,107,STR-445691
930906,"Room 10 at Coolidge Corner, Brookli",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,90,3,19,2022-07-31,0.19,13,207,1,
931151,"room 1at Coolidge corner, Brookline",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,125,2,36,2022-05-13,0.40,13,327,6,
931260,Grad pad #12 at Coolidge Corner,5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,90,3,10,2022-09-04,0.11,13,265,3,
931295,"room 3at Coolidge corner, Brookline",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,125,2,21,2022-09-03,0.19,13,278,6,
931311,"rm 11 at Coolidge corner, Brookline",5014042,Yue Jin,,Cambridgeport,42.33949,-71.12628,Private room,90,3,14,2022-07-29,0.18,13,88,1,
931314,"Grad pad #9 at Coolidge Corner,",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,90,3,22,2022-05-31,0.19,13,233,1,
977860,Bedroom near Longwood Hospitals w/private balcony.,5350366,Scott,,Cambridgeport,42.33485,-71.11525,Private room,50,91,27,2020-01-31,0.25,2,265,0,
978507,"room 6 at Coolidge Corner, Brooklin",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,85,3,20,2022-08-31,0.18,13,274,1,
984992,Home Away from Home BED and BATH,342545,Anjana And Karthik,,Wellington-Harrington,42.38915,-71.09166,Private room,51,91,38,2017-12-19,0.33,5,222,0,
989163,"The Dalton | The Upton, South End",5430185,Laura And Olivia,,Area 2/MIT,42.34308,-71.07316,Entire home/apt,220,1,67,2022-07-10,0.61,7,39,7,Exempt: This listing is a hotel or motel
1054635,"Sunny, lg 1-br, heart of Cambridge",3087212,Eleanor,,Mid-Cambridge,42.37285,-71.11263,Entire home/apt,130,91,11,2022-04-30,0.10,1,175,1,
1066808,Best House Cambridge/Somerville,5869562,Susan,,Agassiz,42.3807,-71.10906,Entire home/apt,451,2,219,2022-09-05,1.94,1,306,44,
1074146,Home Away from Home in Davis Square,2190792,Frank,,North Cambridge,42.39906,-71.12685,Entire home/apt,200,12,70,2022-07-21,0.61,1,0,6,
1097262,Harvard/MIT/BU/Central Square Room,6030020,Jason,,Cambridgeport,42.35734,-71.10973,Private room,130,14,47,2022-09-19,0.41,5,336,3,
1106258,"Furnished Private cozyroom,walk toT-bus2MIt Harvrd",342545,Anjana And Karthik,,Wellington-Harrington,42.39112,-71.09074,Private room,50,60,75,2021-10-01,0.66,5,21,1,
1130279,**Back to AirBnB** 3BR North End -Perfect Location,2494599,Trisha,,East Cambridge,42.36489,-71.05198,Entire home/apt,571,2,97,2022-09-03,0.85,1,269,11,STR-466324
1140201,"Great Room Near Harvard/MIT/BU, bikes available",6030020,Jason,,Cambridgeport,42.35966,-71.10854,Private room,130,14,73,2022-08-25,0.64,5,329,4,
1141088,MIT/Harvard/Inman- 2 Bedroom Apt.,2530211,Erin,,Wellington-Harrington,42.37324,-71.09635,Entire home/apt,179,2,491,2022-09-18,4.31,1,192,64,STR-14611
1152054,"Furnished Room walk to orangeT bus 2 harvard , MIT",342545,Anjana And Karthik,,Wellington-Harrington,42.38901,-71.09069,Private room,48,91,68,2022-05-31,0.60,5,273,1,
1154298,Quiet private room in N. Cambridge,6325607,John,,North Cambridge,42.39892,-71.13527,Private room,65,1,435,2022-08-31,3.88,1,304,46,C0244870491
1167804,SHRINE OF THE RED DIAMOND (無爲 - “DP”),742815,“Jon”,,East Cambridge,42.38423,-71.08608,Shared room,10,91,38,2019-02-18,0.34,7,153,0,
1167970,SHRINE OF THE RED DIAMOND (नेति नेति - “DP”),742815,“Jon”,,East Cambridge,42.38611,-71.08585,Shared room,10,91,34,2019-07-19,0.30,7,153,0,
1168079,SHRINE OF THE RED DIAMOND (無心の心 - “DP”),742815,“Jon”,,East Cambridge,42.38581,-71.08421,Shared room,10,91,32,2019-07-12,0.29,7,153,0,
1193862,Middle Room in Shared Apt,229956,Adam,,The Port,42.36669,-71.10025,Private room,35,9,139,2021-11-29,1.23,4,0,2,
1193875,Large Downstairs Room,229956,Adam,,The Port,42.36608,-71.10054,Private room,39,29,172,2022-06-30,1.53,4,0,1,
1203031,Corner Room in Shared Apt,229956,Adam,,The Port,42.3656,-71.10097,Private room,32,12,89,2021-04-30,0.81,4,78,0,
1209487,Somerville/Cambridge private room,9563463,Sara,,Wellington-Harrington,42.37724,-71.09783,Private room,125,1,272,2022-09-18,2.40,3,321,50,
1209491,Cambridge/Somerville private room,9563463,Sara,,Wellington-Harrington,42.37541,-71.09779,Private room,125,1,268,2022-08-27,2.38,3,294,41,
1215512,Minutes to Harvard Square,2066283,Roger,,Strawberry Hill,42.37656,-71.15029,Entire home/apt,174,180,17,2022-02-28,0.19,1,339,1,
1216161,"Spacious townhouse in Cambridge, MA",6636728,Nomeda,,Mid-Cambridge,42.3757,-71.1086,Entire home/apt,135,91,3,2018-08-30,0.04,1,99,0,
1225831,Victorian Charm MIT/Harvard/Kendall/Central-1BR,3380576,Paul,,The Port,42.36665,-71.09823,Entire home/apt,134,3,516,2022-09-04,4.56,1,230,78,STR-14804
1275498,"The Washington | The Upton, South End",5430185,Laura And Olivia,,Area 2/MIT,42.34294,-71.07304,Entire home/apt,238,2,73,2022-09-02,0.66,7,32,12,Exempt: This listing is a hotel or motel
1279548,Cambridge / Somerville get away,6962693,Holly,,Agassiz,42.38684,-71.11494,Entire home/apt,125,30,62,2022-07-31,0.56,1,262,7,
1303261,Historic Beacon Hill,2120816,Larry,,Area 2/MIT,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.21,1,358,0,
1341022,"Long term only, Modern Entire Condo MIT/MGH $3600",6619766,C,,The Port,42.36721,-71.0949,Entire home/apt,134,91,44,2022-04-30,0.39,1,276,2,
1360739,Stylish Brookline 2-Bed Condo by Fenway & Longwood,6102813,Mark,,Area 2/MIT,42.33607,-71.11258,Entire home/apt,375,27,126,2022-08-13,1.14,3,327,4,
1365649,Victorian Arlington Apt. Near Cambridge & Transit,7412616,Jennifer,,North Cambridge,42.40451,-71.13559,Entire home/apt,157,10,122,2022-09-15,1.09,1,116,26,
1382718,SHRINE OF THE RED DIAMOND (אין סוף - “DP”),742815,“Jon”,,East Cambridge,42.38617,-71.08556,Shared room,10,91,36,2019-06-14,0.32,7,153,0,
1404377,Renovated Brownstone - MIT/Kendall Square,7579202,Jenny,,East Cambridge,42.36892,-71.08496,Private room,140,3,336,2022-06-03,3.02,2,0,18,STR-14761
1406416,City living at its finest!,7579202,Jenny,,East Cambridge,42.37121,-71.08116,Private room,140,3,228,2022-06-15,2.13,2,0,20,STR-14761
1410594,Lovely 2BR Union Sq. Davis/Porter/Harvard/Inman,3714464,Eric,,Wellington-Harrington,42.37820147855557,-71.08920047866482,Entire home/apt,245,3,2,2022-07-15,0.75,1,0,2,
1425973,Historic brick Victorian row house,1015632,Viktoria,,Area 2/MIT,42.34164,-71.07964,Private room,349,2,31,2022-08-13,0.28,1,74,6,STR-446784
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,East Cambridge,42.38017,-71.06236,Private room,52,29,110,2022-08-01,1.00,1,84,2,C0149490351
1450370,Lovely Loft Room in Cambridge. Close to Subway!!,6839881,Lisan,,Neighborhood Nine,42.38792,-71.12732,Private room,72,210,4,2018-03-30,0.04,6,22,0,
1459400,One bedroom in a cool Apt close to Harvard Square!,7822039,Adriana,,Strawberry Hill,42.37319,-71.15182,Private room,83,2,68,2022-09-05,0.61,1,310,21,
1482556,Room 5,5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,95,1,14,2022-08-31,0.16,13,233,4,
1482602,"Room14  At Coolidge Corner,",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,100,3,15,2019-08-26,0.15,13,232,0,
1482606,"Room 8 at Coolidge Corner, Brooklin",5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,98,3,10,2022-09-01,0.11,13,0,2,
1482608,Room 4 at  Coolidge Corner,5014042,Yue Jin,,Cambridgeport,42.34044,-71.12589,Private room,125,3,14,2022-05-17,0.16,13,289,2,
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,East Cambridge,42.38324,-71.07852,Entire home/apt,109,2,45,2022-06-13,0.41,1,43,4,STR-447717
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,East Cambridge,42.37243,-71.06349,Entire home/apt,350,3,42,2022-09-11,0.87,1,96,17,STR-398614
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Area 2/MIT,42.34175,-71.08359,Entire home/apt,415,91,43,2016-10-21,0.39,1,364,0,
1574583,"Near Harvard, MIT 1/F 1Br Suite Apt",7918311,Dina,,Agassiz,42.38252,-71.09965,Entire home/apt,195,3,133,2022-08-28,1.21,7,143,18,
1596470,4-story Central Luxury-two blocks to Boston Common,480310,Michael,,Area 2/MIT,42.34988,-71.06918,Entire home/apt,550,7,148,2022-09-01,1.35,1,38,7,STR-466119
1632003,2 Cozy Rooms Near Harvard Square,8530114,Colleen,,Mid-Cambridge,42.37303,-71.10539,Private room,225,2,62,2022-09-11,0.57,1,32,13,
1711476,"Serene & cozy 1BR oasis, walk to  Harvard Square!",3402394,Case,,Mid-Cambridge,42.37301,-71.1041,Entire home/apt,110,32,66,2022-09-04,0.83,2,228,5,
1712936,"Tufts, Harvard, Davis Square- airy, bright suite",9034440,Denis,,North Cambridge,42.40168,-71.12098,Private room,72,9,141,2022-09-01,1.30,1,152,11,
1755927,Nr Harvard MIT Ctr AC W/D in unit 3Fl Bright 2BApt,7918311,Dina,,Agassiz,42.38229,-71.10079,Entire home/apt,249,10,60,2022-08-20,0.60,7,160,6,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,Area 2/MIT,42.34279,-71.0711,Entire home/apt,1067,5,49,2022-08-23,0.49,1,103,6,STR-406406
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Strawberry Hill,42.3569,-71.1624,Private room,99,29,303,2021-11-04,3.00,1,83,1,STR-405968
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Area 2/MIT,42.34981,-71.09476,Entire home/apt,275,91,2,2018-05-24,0.02,4,362,0,
1840256,Spacious Cambridge 1BR near Kendall Square & MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,20,2022-05-27,0.20,19,3,2,C0281180491
1854010,"Spacious, bright, modern, private.",9678965,Don,,Strawberry Hill,42.37205,-71.16974,Entire home/apt,182,2,286,2022-08-31,2.64,1,142,38,
1855969,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,469,31,32,2022-05-20,0.30,19,365,1,C0281180491
1893287,Bright Convenient Apt Harvard / MIT,9553483,Jookun,,The Port,42.36571,-71.1023,Entire home/apt,145,3,193,2022-09-17,1.80,1,197,32,C0105440491
1913142,"Sunny, beautiful, cozy and spacious Cambridge apt.",6163908,Thorsten,,North Cambridge,42.39941,-71.13521,Entire home/apt,335,4,3,2022-07-19,0.89,1,345,3,
1934073,"CDC Cleaning, BU+Longwood+Parking 1bdrm+sofa bed",546854,Sanjay,,Cambridgeport,42.34962,-71.11661,Entire home/apt,185,32,118,2020-11-01,1.15,3,31,0,
1935343,"Cute, clean & it’s all yours-1 bed- great location",10014448,Lucia,,Cambridgeport,42.35715,-71.11026,Entire home/apt,145,2,263,2022-09-19,2.51,1,253,55,53615
1984737,Charming Harvard Victorian,8824696,Steve,,West Cambridge,42.38248,-71.13545,Entire home/apt,468,2,351,2022-09-05,3.47,2,290,31,STR-13324
2030680,Cozy Room in a Charming Townhouse,10427720,Gosia,,Strawberry Hill,42.37837,-71.15249,Private room,125,30,28,2022-07-30,0.28,2,302,2,
2038283,Stay Across from Harvard's Campus!,4521987,Kris,,Mid-Cambridge,42.37247,-71.11381,Entire home/apt,140,4,177,2022-09-16,1.68,1,3,29,ROC-19403721-002
2075647,Eco-Bohemian Boston Hideaway in East Somerville,9623536,Mary,,Wellington-Harrington,42.38888,-71.09235,Private room,98,1,234,2022-09-02,2.20,2,48,24,
2092181,Haven in Cambridge (entire place!),10641173,Randi,,Wellington-Harrington,42.37312,-71.0901,Entire home/apt,125,1,50,2022-08-27,0.50,1,0,2,STR-20621
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Area 2/MIT,42.35771,-71.06978,Entire home/apt,165,29,113,2022-08-14,1.10,1,89,4,STR-395757
2147504,Lovely bedroom in great home,10961675,Laurie,,Strawberry Hill,42.3737,-71.17399,Private room,85,30,213,2022-08-17,2.03,2,167,3,
2176599,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,6,2021-06-27,0.06,19,3,0,C0281180491
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,East Cambridge,42.36446,-71.05429,Entire home/apt,195,91,169,2019-12-16,1.63,1,174,0,
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Cambridgeport,42.34995,-71.13427,Entire home/apt,110,30,49,2021-10-30,0.53,1,90,1,
2206750,"Sunny, private & peaceful",5508811,Heather,,Strawberry Hill,42.3724,-71.17448,Entire home/apt,170,30,76,2019-09-01,0.74,1,264,0,
2215762,"The Clare | The Upton, South End",5430185,Laura And Olivia,,Area 2/MIT,42.34303,-71.07305,Entire home/apt,238,3,52,2022-08-10,0.51,7,69,12,Exempt: This listing is a hotel or motel
2223447,HarvardSq. Bright&Quiet 1 BdrApt MONTHLY/LONG TERM,7421025,Doriana,,Mid-Cambridge,42.37125,-71.11183,Entire home/apt,95,91,34,2018-09-01,0.37,2,114,0,
2244415,WORK FROM HOME FLAT- Perfect HARVARD SQUARE,3668535,Jonas,,Mid-Cambridge,42.37248,-71.11488,Entire home/apt,369,2,99,2022-07-11,0.96,3,288,13,C0191060491
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,Area 2/MIT,42.34125,-71.07604,Entire home/apt,140,33,76,2022-07-13,0.78,6,303,3,
2319690,Sunny Private Room near Coolidge Corner,9193934,Joyce,,Cambridgeport,42.34274,-71.1272,Private room,89,27,483,2022-08-15,4.64,2,182,27,
2332898,Room/bath in Coolidge Corner,9193934,Joyce,,Cambridgeport,42.3424,-71.12574,Private room,99,27,468,2022-07-31,4.57,2,298,23,
2358105,Charming Apt w Ctr AC TV Wifi nr Tufts Harvard MIT,7918311,Dina,,North Cambridge,42.3983414,-71.1038696,Entire home/apt,249,3,100,2022-08-20,0.97,7,119,13,
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,,East Cambridge,42.35702,-71.06168,Entire home/apt,130,91,36,2020-11-25,0.36,1,118,0,
2451591,Large Master Bedroom + Full Private Bath,12535522,Mona,,Cambridgeport,42.36093,-71.10642,Private room,129,30,21,2022-09-05,0.21,1,302,2,C0248480491
2467252,"West Cambridge,  1 or 2 BR in House near Harvard",12617598,Caroline,,Neighborhood Nine,42.38137,-71.12917,Private room,125,2,235,2022-09-17,2.28,1,42,19,STR-14032
2480744,Sunny room in beautiful home,10961675,Laurie,,Strawberry Hill,42.37233,-71.17394,Private room,85,2,74,2018-08-27,0.72,2,324,0,
2495047,"The Tremont | The Upton, South End",5430185,Laura And Olivia,,Area 2/MIT,42.34309,-71.07316,Entire home/apt,224,2,55,2022-08-27,0.56,7,26,18,Exempt: This listing is a hotel or motel
2538983,Spacious 2 bedrooms Apt-Roof deck NO Cleaning fee,13000172,Dan,,Cambridgeport,42.35704,-71.10909,Entire home/apt,290,1,482,2022-09-15,5.54,1,213,107,C0082170491
2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",5578043,Dror,,East Cambridge,42.36597,-71.05271,Entire home/apt,169,31,145,2020-11-09,1.44,4,320,0,
2676037,Comfort Apt w Smart TV Wifi nr Tufts Harvard MIT,7918311,Dina,,North Cambridge,42.39622,-71.10384,Entire home/apt,265,3,70,2022-08-31,0.69,7,101,23,
2692752,Country home in the city center.,6501896,Shelley,,Cambridgeport,42.36276,-71.10195,Private room,95,2,65,2020-03-01,0.64,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Area 2/MIT,42.34492,-71.08482,Entire home/apt,280,29,79,2022-07-06,0.81,1,365,1,STR-416239
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,East Cambridge,42.35902,-71.06296,Entire home/apt,150,365,100,2019-08-21,1.00,1,21,0,
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,East Cambridge,42.38148,-71.06967,Private room,595,5,0,,,4,365,0,Exempt: This listing is a unit that has contracts with hospitals
2875646,Cozy and bright 1 bed near MIT-Kendall Sq-Harvrd,14649698,Blair,,Wellington-Harrington,42.37138,-71.08913,Entire home/apt,93,1,113,2021-06-26,1.11,1,0,0,STR-15578
2879039,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,14,2018-01-13,0.14,19,3,0,C0281180491
2914111,Friendly Pleasant Place,14883738,Minga & Jonathan,,Cambridgeport,42.36397,-71.10712,Private room,108,3,249,2022-04-19,2.44,1,0,2,STR-13851
2926854,Comfortable Private Room (SU2-4),6094,Matt,,Wellington-Harrington,42.39387,-71.09093,Private room,71,91,11,2020-04-02,0.13,4,273,0,
2975163,"4 bedroom family home, Union Sq",3406230,Julie,,Agassiz,42.38406,-71.09656,Entire home/apt,300,91,19,2019-07-08,0.19,1,295,0,
2998559,Cozy Room with kitchenette by Harvard & MIT,11441054,Katy,,Strawberry Hill,42.37411,-71.16755,Private room,55,7,13,2022-08-31,0.13,4,325,2,
3021937,"Large Room in Spacious Apartment, Bikes available",6030020,Jason,,Cambridgeport,42.3585414758748,-71.10955411350707,Private room,130,14,12,2022-09-17,0.12,5,335,3,
3104112,"Cozy, bright & private room just mins from Boston",15781289,Jahaida,,Wellington-Harrington,42.38466,-71.09588,Private room,114,2,27,2022-09-20,3.82,1,60,27,
3129309,"N5 TDGarden, Location, Freedom Trail, Lil Italy",3637081,Sarah,,East Cambridge,42.36693,-71.05624,Entire home/apt,125,2,406,2019-11-17,4.02,13,61,0,Exempt: This listing is a unit that has contracts with hospitals
3234995,"Lovely, large 3 room apartment",10470174,Maria,,West Cambridge,42.37896,-71.12489,Entire home/apt,329,2,58,2021-11-05,0.91,1,156,3,ROC-1283538-003
3247833,Lovely East Cambridge Apartment,2212429,Jimmy,,Wellington-Harrington,42.37032,-71.09317,Entire home/apt,219,2,475,2022-09-16,5.18,2,227,77,STR-13597
3257358,Room 2 at Coolidge Corner,5014042,Yue Jin,,Cambridgeport,42.3404,-71.12595,Private room,125,2,18,2022-04-28,0.24,13,144,1,
3316049,Beautiful Junior 1-bedroom apartment,16742781,Jerry,,Area 2/MIT,42.345122073511305,-71.06492251792693,Entire home/apt,210,91,0,,,1,364,0,
3334098,"WELL-APPOINTED, BRIGHT AND SPACIOUS",5331227,/We Are Kai & Nina,,East Cambridge,42.36862,-71.08573,Entire home/apt,319,3,73,2022-09-18,0.74,1,237,19,
3352446,"West Cambridge 3BR: Pet OK, A/C, backyard, lovely!",3842820,Chris,,Strawberry Hill,42.377277,-71.149094,Entire home/apt,499,3,4,2022-08-21,0.15,2,12,2,STR-74688
